timestamp,user_id,ip_address,latitude,longitude,country,city,user_agent,login_status,threat_type
2024-10-01 14:15:00,USR-1394,29.178.61.23,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Android 1.6; Mobile; rv:35.0) Gecko/35.0 Firefox/35.0,Success,None
2024-10-01 14:50:00,USR-1538,25.199.14.40,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/37.0.812.0 Safari/532.0",Success,None
2024-10-01 14:58:00,USR-0602,125.180.100.196,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; so-ET) AppleWebKit/533.24.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.24.5",Success,None
2024-10-01 15:45:00,USR-1794,204.173.11.93,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.73.(X11; Linux i686; is-IS) Presto/2.9.177 Version/12.00,Failed,None
2024-10-01 16:34:00,USR-0366,55.57.4.146,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_6) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/63.0.804.0 Safari/535.0",Success,None
2024-10-01 17:15:00,USR-0612,37.130.149.149,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0 rv:3.0; byn-ER) AppleWebKit/534.6.1 (KHTML, like Gecko) Version/4.0.2 Safari/534.6.1",Success,None
2024-10-01 17:28:00,USR-0314,113.39.12.147,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Linux; Android 2.2.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/19.0.814.0 Safari/536.0",Success,None
2024-10-01 18:18:00,USR-1890,28.146.114.200,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.1),Success,None
2024-10-01 18:39:00,USR-1001,196.136.197.81,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/33.0.899.0 Safari/531.1",Success,None
2024-10-01 19:36:00,USR-1704,216.100.237.48,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ak-GH) AppleWebKit/532.31.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.31.2",Success,None
2024-10-01 19:52:00,USR-1799,194.168.178.62,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2936-05-13 23:06:25 Firefox/4.0,Success,None
2024-10-01 20:39:00,USR-0996,119.69.60.156,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; rv:1.9.5.20) Gecko/2169-05-12 08:57:10 Firefox/9.0,Failed,None
2024-10-01 21:14:00,USR-1569,158.31.108.129,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),Success,None
2024-10-01 21:50:00,USR-0339,181.221.41.219,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/26.0.819.0 Mobile/85V544 Safari/535.0",Success,None
2024-10-01 22:18:00,USR-1976,120.135.36.144,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_2; rv:1.9.4.20) Gecko/9981-07-14 21:15:38 Firefox/12.0,Success,None
2024-10-01 23:05:00,USR-1413,220.200.41.26,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/18.0.881.0 Mobile/48I022 Safari/534.0",Success,None
2024-10-01 23:48:00,USR-1331,93.124.125.4,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.41.(Windows NT 5.2; om-ET) Presto/2.9.189 Version/12.00,Success,None
2024-10-02 00:17:00,USR-0248,72.185.37.138,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0),Success,None
2024-10-02 00:19:00,USR-1205,27.83.116.176,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.91.(X11; Linux x86_64; ka-GE) Presto/2.9.178 Version/11.00,Success,None
2024-10-02 00:20:00,USR-0146,122.68.204.114,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),Success,None
2024-10-02 00:25:00,USR-1855,99.217.225.39,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; unm-US) AppleWebKit/535.4.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.4.1",Success,None
2024-10-02 00:58:00,USR-0488,116.106.71.88,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/15.1x8954.0 Mobile/09D337 Safari/535.0",Success,None
2024-10-02 01:33:00,USR-0271,200.230.255.38,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/3188-03-24 09:53:28 Firefox/3.6.3,Success,None
2024-10-02 02:10:00,USR-0969,51.69.157.64,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/5516-05-29 20:23:01 Firefox/3.8,Success,None
2024-10-02 02:37:00,USR-0390,179.66.128.193,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.33.1 (KHTML, like Gecko) Version/4.0 Safari/531.33.1",Success,None
2024-10-02 03:00:00,USR-0868,114.170.62.213,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Success,None
2024-10-02 03:04:00,USR-1380,85.198.54.130,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/5.1),Success,None
2024-10-02 03:08:00,USR-0825,10.239.56.237,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.81.(X11; Linux i686; pap-CW) Presto/2.9.187 Version/11.00,Success,None
2024-10-02 03:15:00,USR-0510,195.243.250.42,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Linux; Android 2.2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/60.0.831.0 Safari/533.1",Success,None
2024-10-02 03:24:00,USR-0865,187.159.59.46,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ks-IN) AppleWebKit/533.31.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.31.2",Success,None
2024-10-02 04:20:00,USR-1891,220.250.44.221,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Windows 95; cy-GB; rv:1.9.1.20) Gecko/9790-01-28 08:53:01 Firefox/3.6.9,Success,None
2024-10-02 05:15:00,USR-1128,92.227.72.122,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),Success,None
2024-10-02 05:50:00,USR-1713,124.184.60.220,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),Success,None
2024-10-02 06:39:00,USR-1739,13.14.151.249,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.853.0 Safari/531.2",Success,None
2024-10-02 07:10:00,USR-0438,199.62.17.240,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.1),Success,None
2024-10-02 07:21:00,USR-0777,218.144.133.105,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/54.0.899.0 Mobile/10Z903 Safari/531.2",Success,None
2024-10-02 08:21:00,USR-1606,162.134.71.196,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1; rv:1.9.2.20) Gecko/7164-01-13 05:20:17 Firefox/3.8,Success,None
2024-10-02 09:06:00,USR-1961,76.242.13.8,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; nds-NL) AppleWebKit/532.5.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6532.5.7",Success,None
2024-10-02 09:49:00,USR-1472,128.114.39.21,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/14.0.879.0 Safari/533.0",Success,None
2024-10-02 10:03:00,USR-1984,18.57.82.227,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.72.(Windows 98; Win 9x 4.90; hy-AM) Presto/2.9.167 Version/11.00,Success,None
2024-10-02 10:07:00,USR-1532,98.223.60.245,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.42.(X11; Linux x86_64; lg-UG) Presto/2.9.178 Version/12.00,Success,None
2024-10-02 10:38:00,USR-1030,71.160.8.18,-38.65333,178.00417,NZ,Gisborne,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/34.0.886.0 Safari/534.0",Success,None
2024-10-02 10:42:00,USR-1968,12.161.181.134,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.35.(Windows NT 6.1; gl-ES) Presto/2.9.166 Version/10.00,Success,None
2024-10-02 10:47:00,USR-1219,125.191.35.129,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),Success,None
2024-10-02 11:13:00,USR-0246,110.98.253.254,51.20219,7.36027,DE,Radevormwald,Mozilla/5.0 (Windows NT 4.0; szl-PL; rv:1.9.0.20) Gecko/5728-06-11 11:39:02 Firefox/4.0,Success,None
2024-10-02 11:51:00,USR-1218,142.11.103.131,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.38.(X11; Linux i686; szl-PL) Presto/2.9.172 Version/12.00,Success,None
2024-10-02 12:34:00,USR-1196,72.61.187.151,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Android 4.0.2; Mobile; rv:5.0) Gecko/5.0 Firefox/5.0,Success,None
2024-10-02 12:51:00,USR-0419,96.210.78.244,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_3) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/21.0.805.0 Safari/535.2",Success,None
2024-10-02 13:08:00,USR-0811,208.248.155.35,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/41.0.868.0 Safari/533.0",Success,None
2024-10-02 13:38:00,USR-0648,207.85.195.138,23.04419,-82.00919,CU,Jaruco,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/28.0.819.0 Safari/534.1",Success,None
2024-10-02 13:39:00,USR-0939,71.26.133.184,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/5.0),Success,None
2024-10-02 13:46:00,USR-0151,19.155.152.152,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/10.2c7109.0 Mobile/69V658 Safari/533.0",Success,None
2024-10-02 13:55:00,USR-1912,11.191.2.41,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),Success,None
2024-10-02 14:11:00,USR-0757,60.76.213.17,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; yo-NG) AppleWebKit/532.24.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6532.24.2",Success,None
2024-10-02 14:46:00,USR-1441,115.42.197.6,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.15.(Windows CE; lv-LV) Presto/2.9.182 Version/12.00,Failed,None
2024-10-02 15:38:00,USR-1340,80.123.131.8,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/531.33.7 (KHTML, like Gecko) Version/5.0.4 Safari/531.33.7",Success,None
2024-10-02 16:14:00,USR-0614,156.85.169.242,42.52787,-70.92866,US,Peabody,"Mozilla/5.0 (iPhone; CPU iPhone OS 1_1_5 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) CriOS/59.0.801.0 Mobile/84V089 Safari/535.2",Success,None
2024-10-02 17:11:00,USR-0276,10.70.157.12,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.60.(X11; Linux x86_64; ca-AD) Presto/2.9.165 Version/12.00,Success,None
2024-10-02 17:59:00,USR-1134,15.180.138.253,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/9.83.(Windows NT 6.2; kn-IN) Presto/2.9.187 Version/10.00,Success,None
2024-10-02 18:13:00,USR-1470,220.190.104.30,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/34.0.857.0 Mobile/54A833 Safari/534.2",Success,None
2024-10-02 19:08:00,USR-0541,193.39.105.137,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPad; CPU iPad OS 13_7 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.4y3882.0 Mobile/71V009 Safari/534.0",Success,None
2024-10-02 20:07:00,USR-1733,202.148.113.241,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_3; rv:1.9.3.20) Gecko/9811-11-26 03:52:01 Firefox/12.0,Success,None
2024-10-02 21:01:00,USR-0567,64.244.25.20,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (Windows NT 5.2; gd-GB; rv:1.9.2.20) Gecko/4484-06-01 04:53:42 Firefox/3.8,Success,None
2024-10-02 21:10:00,USR-1305,64.195.71.161,41.41204,2.18247,ES,el Camp de l'Arpa del Clot,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0),Success,None
2024-10-02 21:39:00,USR-1130,156.109.227.85,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0),Success,None
2024-10-02 21:47:00,USR-0155,77.221.69.177,54.8421,46.5813,RU,Alatyr’,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.0),Success,None
2024-10-02 21:57:00,USR-1118,168.86.204.64,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/6987-03-21 05:14:14 Firefox/3.6.6,Success,None
2024-10-02 22:33:00,USR-0304,96.67.196.247,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.0),Success,None
2024-10-02 22:57:00,USR-1842,177.139.14.122,54.58048,16.86194,PL,Ustka,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/3.1),Failed,None
2024-10-02 23:00:00,USR-1841,174.153.171.169,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.1),Success,None
2024-10-02 23:43:00,USR-0211,16.138.94.239,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.84.(X11; Linux i686; sd-IN) Presto/2.9.180 Version/12.00,Success,None
2024-10-03 00:39:00,USR-0833,14.233.243.118,33.86419,48.26258,IR,Aleshtar,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_6 rv:2.0; bn-BD) AppleWebKit/535.3.6 (KHTML, like Gecko) Version/4.0 Safari/535.3.6",Success,None
2024-10-03 01:39:00,USR-1905,76.57.133.119,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Linux; Android 2.2.3) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.895.0 Safari/534.0",Success,None
2024-10-03 02:31:00,USR-1661,150.75.249.232,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:4.0; kl-GL) AppleWebKit/531.32.3 (KHTML, like Gecko) Version/5.0 Safari/531.32.3",Success,None
2024-10-03 02:43:00,USR-1509,174.16.244.117,3.7278,98.6738,ID,Labuhan Deli,Mozilla/5.0 (Android 7.0; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,Success,None
2024-10-03 03:10:00,USR-1643,50.127.121.65,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/36.0.825.0 Safari/532.2",Success,None
2024-10-03 03:26:00,USR-0547,50.33.5.193,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3 rv:2.0; fy-DE) AppleWebKit/535.10.1 (KHTML, like Gecko) Version/5.0.2 Safari/535.10.1",Success,None
2024-10-03 03:51:00,USR-1787,129.175.171.22,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/58.0.811.0 Safari/532.2",Success,None
2024-10-03 04:04:00,USR-1673,19.22.242.72,27.76056,-15.58602,ES,Maspalomas,Mozilla/5.0 (Android 6.0.1; Mobile; rv:17.0) Gecko/17.0 Firefox/17.0,Success,None
2024-10-03 04:57:00,USR-1629,124.158.66.128,3.139,101.6869,Malaysia,Kuala Lumpur,Opera/8.88.(Windows NT 6.2; kk-KZ) Presto/2.9.187 Version/11.00,Success,None
2024-10-03 05:40:00,USR-0396,171.9.253.152,3.139,101.6869,Malaysia,Kuala Lumpur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ka-GE) AppleWebKit/533.8.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.8.1",Success,None
2024-10-03 05:45:00,USR-1981,153.90.41.66,3.139,101.6869,Malaysia,Kuala Lumpur,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/3.1),Success,None
