transaction_id,account_id,timestamp,transaction_type,amount_myr
f236b093-d94f-47bd-87e9-76f00f10f4b7,ACCT-0009,2025-01-15 12:00:00,Peer-to-Peer Transfer,49.11
4abea65a-17cf-4f00-894a-b31391406b7a,ACCT-0009,2025-01-15 14:00:00,Card Swipe,12.76
a399deb3-ad78-497f-a9c0-d0190ecdacfb,ACCT-0247,2025-01-15 15:00:00,Card Swipe,124.68
20f70f79-62e2-4207-b4a8-8c2b9d514741,ACCT-0273,2025-01-15 15:00:00,Bill Payment,209.2
0c8d6520-3be1-4c0b-bc15-8f429715a473,ACCT-0009,2025-01-15 17:00:00,Card Swipe,78.76
dd32a007-9e60-47ff-bf14-0fbcca6df060,ACCT-0260,2025-01-15 20:00:00,Peer-to-Peer Transfer,44.76
2fd71327-8d45-4fc0-a0e3-862b00126a66,ACCT-0035,2025-01-16 09:00:00,Card Swipe,56.64
370ea2d2-a595-49ec-a102-78bcc0915dfa,ACCT-0009,2025-01-16 10:00:00,Card Swipe,39.84
c676f23e-dd61-4540-b05f-369e681d7414,ACCT-0082,2025-01-16 15:00:00,Card Swipe,103.86
fa34f46d-7c3c-4cf3-a742-95b7b410bb80,ACCT-0261,2025-01-16 16:00:00,Card Swipe,5.52
1e6b5b08-3012-461e-ac72-383f43b58f3f,ACCT-0098,2025-01-16 16:00:00,Peer-to-Peer Transfer,119.0
83e094fb-faa4-4531-b1c1-e316e6e91c98,ACCT-0273,2025-01-17 08:00:00,Peer-to-Peer Transfer,62.59
a910c4c2-82d9-4ac5-bb2e-0d4805aa763e,ACCT-0297,2025-01-17 09:00:00,Bill Payment,116.88
62b063cb-5810-4d6f-8024-10cb67a45dfd,ACCT-0108,2025-01-17 09:00:00,Card Swipe,39.25
31fa29d2-c1bc-4fc7-9430-d79b6024f89b,ACCT-0213,2025-01-17 14:00:00,Card Swipe,35.85
f33ab0a3-55bf-463c-bac1-027270624891,ACCT-0077,2025-01-17 15:00:00,Card Swipe,7.83
934618ab-179d-4aba-8943-4215c8d5d429,ACCT-0263,2025-01-17 16:00:00,Bill Payment,177.87
161b74f6-5f34-4f57-a3c0-0256a94ebc81,ACCT-0092,2025-01-17 16:00:00,Card Swipe,122.58
fcc74ecd-670c-48a3-9f8f-5d8359259378,ACCT-0009,2025-01-17 17:00:00,Card Swipe,101.82
cd47af53-5c1e-468a-bb62-53ff0b096926,ACCT-0247,2025-01-18 08:00:00,Bill Payment,272.84
84a5c96c-b36f-46d1-96f4-29b5efc7e023,ACCT-0278,2025-01-18 10:00:00,Card Swipe,79.53
08655405-8748-4a3a-a1c4-17333add7ee3,ACCT-0179,2025-01-18 13:00:00,Card Swipe,74.4
496e3a3f-de01-434e-95bb-c6c3892d436a,ACCT-0103,2025-01-18 15:00:00,Bill Payment,176.97
bcc398c8-8b19-4098-bd38-d5bb242e053c,ACCT-0024,2025-01-18 16:00:00,Card Swipe,124.34
ff07e63d-facc-4522-87d1-db629277137d,ACCT-0052,2025-01-18 16:00:00,Card Swipe,41.09
035454c9-9f3b-4846-bc4d-2d2be7a6a9ab,ACCT-0297,2025-01-18 19:00:00,Card Swipe,138.94
24cf562a-fced-4829-bace-07f86e1a4a22,ACCT-0297,2025-01-19 08:00:00,Card Swipe,36.5
9cd95608-067b-4618-bc23-f5dec79c7d22,ACCT-0098,2025-01-19 08:00:00,Top-Up,105.89
227220fc-1d83-46fe-8eb2-e8de471d6d5d,ACCT-0082,2025-01-19 08:00:00,Top-Up,128.3
90fb4614-1455-42ba-becc-d89a02d37d77,ACCT-0249,2025-01-19 13:00:00,Peer-to-Peer Transfer,85.69
ed94a73c-d5d7-47b8-9fa7-7ea38993a077,ACCT-0069,2025-01-19 16:00:00,Card Swipe,97.74
fc8f84c6-281c-4d6b-b42c-71240a46e81f,ACCT-0090,2025-01-19 17:00:00,Peer-to-Peer Transfer,64.02
84ba4f6b-b9b3-4d89-a7e6-a3d824666a52,ACCT-0261,2025-01-19 20:00:00,Card Swipe,96.51
728c2991-78ae-49d1-8e26-1d155a074722,ACCT-0247,2025-01-20 10:00:00,Bill Payment,124.46
51a65c8c-0463-4750-bbfa-703dd80932d0,ACCT-0070,2025-01-20 10:00:00,Peer-to-Peer Transfer,116.26
601f1def-5b7a-4b43-80bb-e739f3f37f5d,ACCT-0179,2025-01-20 10:00:00,Card Swipe,90.73
a03240b5-998d-4cfc-a2d6-40a7d90c1a50,ACCT-0024,2025-01-20 10:00:00,Bill Payment,289.07
b8c02eb7-c0a7-4101-87a8-b2fe16b56cb0,ACCT-0275,2025-01-20 11:00:00,Card Swipe,137.47
6e86e4ed-9402-4877-abb1-0f9ce43a41da,ACCT-0273,2025-01-20 12:00:00,Card Swipe,101.55
e7d8509e-0f54-4515-bc8d-6c2501c56e0e,ACCT-0297,2025-01-20 14:00:00,Card Swipe,113.46
63921e28-8e93-4de3-85c4-166ea2e3005e,ACCT-0260,2025-01-20 14:00:00,Card Swipe,126.69
fb879937-525d-42ee-9210-35c5bc4f1986,ACCT-0150,2025-01-20 17:00:00,Peer-to-Peer Transfer,41.09
e36b640e-7f2d-4965-a284-4724ef846225,ACCT-0077,2025-01-20 17:00:00,Peer-to-Peer Transfer,71.14
f16b711b-ebf4-4dea-ba37-661a05a1073b,ACCT-0153,2025-01-20 18:00:00,Top-Up,991.92
c399a2a2-397b-4c04-a537-6766911ff339,ACCT-0009,2025-01-20 19:00:00,Card Swipe,108.67
d16ea019-49fc-4b80-900b-78d604d4a085,ACCT-0098,2025-01-21 08:00:00,Card Swipe,14.83
0224fc35-87ae-42d5-8411-a6dc570746c1,ACCT-0278,2025-01-21 09:00:00,Card Swipe,14.17
f814054b-d992-4c2a-be9c-51afb02de3b8,ACCT-0276,2025-01-21 09:00:00,Bill Payment,261.32
4754fe22-da7d-461e-88d1-7fd7148824d0,ACCT-0094,2025-01-21 15:00:00,Top-Up,553.63
9f59b9ef-d293-48a7-8b18-415d87f3d628,ACCT-0052,2025-01-21 16:00:00,Card Swipe,102.82
66a93af7-7abb-4974-825e-2356ca0592d0,ACCT-0278,2025-01-21 19:00:00,Bill Payment,233.31
2b52e190-1b68-4398-a7b3-a3d3aee1ee2b,ACCT-0009,2025-01-22 08:00:00,Top-Up,349.31
695e1e7d-6435-4851-9d90-88fd6ed6a140,ACCT-0263,2025-01-22 10:00:00,Peer-to-Peer Transfer,134.24
5c6e1c5d-fe1e-45e0-b8c5-27f5d9622cdd,ACCT-0098,2025-01-22 10:00:00,Peer-to-Peer Transfer,23.04
f33ba5ab-3a59-4179-841b-8b4c05358db5,ACCT-0077,2025-01-22 13:00:00,Card Swipe,39.64
a5729bb1-eea6-4230-a42e-4557d782a137,ACCT-0273,2025-01-22 15:00:00,Card Swipe,49.34
5318d2fa-421d-4247-845d-8ae042d932b4,ACCT-0244,2025-01-22 15:00:00,Card Swipe,58.22
84373991-21d7-4e8f-bdd3-8b7281586b7f,ACCT-0261,2025-01-22 18:00:00,Peer-to-Peer Transfer,119.96
14e4658b-050d-4a08-b993-810709f882e6,ACCT-0276,2025-01-22 19:00:00,Card Swipe,89.82
41f34c08-f503-41c1-8903-17c0be1a4e1d,ACCT-0105,2025-01-23 10:00:00,Card Swipe,26.03
3acc731a-4d91-4dc1-90ae-93be293ec3dd,ACCT-0009,2025-01-23 10:00:00,Card Swipe,114.95
105084f2-c4cf-44a0-9dd3-5e59b40e7e86,ACCT-0150,2025-01-23 11:00:00,Card Swipe,29.5
2dc9ee05-53eb-4692-acad-e9d26169df85,ACCT-0278,2025-01-23 12:00:00,Card Swipe,57.07
5ab753da-fd41-49aa-b485-525796eea51e,ACCT-0108,2025-01-23 13:00:00,Card Swipe,58.06
2bd4cad2-0255-4364-b5d5-84db0b418029,ACCT-0052,2025-01-23 13:00:00,Card Swipe,69.82
494fa10a-a04e-4427-af33-47da57d18981,ACCT-0201,2025-01-23 14:00:00,Card Swipe,90.61
c6f3055a-ed5f-4ed1-ae1f-525b579fa6cb,ACCT-0278,2025-01-23 15:00:00,Top-Up,618.17
808ee193-5696-44a3-b88d-4b0fc58acec8,ACCT-0276,2025-01-23 18:00:00,Card Swipe,51.14
80acb715-b315-4c89-b783-ad6a31d84bdd,ACCT-0179,2025-01-23 19:00:00,Bill Payment,169.64
5d4f7952-3639-46f4-a28c-1b20a3564f4b,ACCT-0082,2025-01-23 20:00:00,Peer-to-Peer Transfer,111.05
2e7b6dc6-fc1e-4503-b5de-edbbe889fc27,ACCT-0260,2025-01-24 08:00:00,Bill Payment,80.39
868b7c8e-aacd-4789-b10c-6d444c4b01be,ACCT-0297,2025-01-24 09:00:00,Bill Payment,123.51
12907354-9402-4529-9c27-9c06c3d677eb,ACCT-0247,2025-01-24 11:00:00,Bill Payment,164.69
0f3f7fd2-d5b7-4ac3-b148-eef20009e1c8,ACCT-0102,2025-01-24 11:00:00,Card Swipe,130.32
ae754923-7d2e-41fc-a0ba-85e690cdad84,ACCT-0249,2025-01-24 13:00:00,Card Swipe,116.55
7cbe7b80-0048-41a5-be0b-53a64430ca2e,ACCT-0273,2025-01-24 16:00:00,Top-Up,749.04
e73c2a58-ee69-4656-9c66-7be11190e7ee,ACCT-0035,2025-01-24 16:00:00,Top-Up,361.42
1c48276b-ded7-40c6-aff4-42f6845b99a3,ACCT-0077,2025-01-24 18:00:00,Card Swipe,25.4
d9f1b01c-c292-4ff1-8512-46573fc55a2c,ACCT-0281,2025-01-25 09:00:00,Top-Up,942.08
296ef62e-c2e8-4b5e-abb2-65bdb5ed98e8,ACCT-0098,2025-01-25 10:00:00,Card Swipe,145.27
5e94a557-7516-44e2-be24-ba18ca4ed466,ACCT-0024,2025-01-25 12:00:00,Top-Up,633.33
72af0dc5-d450-41c8-a73c-fb3dc15b2523,ACCT-0103,2025-01-25 12:00:00,Card Swipe,136.14
010aef2a-21bb-4307-a3f7-9cc47e113c2f,ACCT-0052,2025-01-25 12:00:00,Top-Up,223.22
f3d79a22-f6a2-44dd-8f64-a51bcad38e17,ACCT-0179,2025-01-25 16:00:00,Top-Up,362.54
2f30903e-6c3b-4f4c-a001-bcdb32ef1405,ACCT-0137,2025-01-25 17:00:00,Peer-to-Peer Transfer,73.42
07ce6917-b6c7-436b-8efa-003da0ec8229,ACCT-0150,2025-01-25 19:00:00,Top-Up,888.0
d6d2ecc9-6fff-4258-a913-89aab02f3a8c,ACCT-0070,2025-01-26 11:00:00,Card Swipe,38.56
bb6fbe3f-8a7b-4f21-9b30-254f52c9cc57,ACCT-0168,2025-01-26 11:00:00,Peer-to-Peer Transfer,141.54
3f4b8593-cf3d-4995-98e5-c6347237388c,ACCT-0278,2025-01-26 12:00:00,Peer-to-Peer Transfer,139.04
f424e374-ad50-4f7f-840e-89386b47c9ea,ACCT-0276,2025-01-26 13:00:00,Bill Payment,269.21
2b2e9b43-9879-4e6d-abd0-eb2781b07fcd,ACCT-0009,2025-01-26 14:00:00,Card Swipe,31.74
b2ebddb2-847d-4ce4-8a9d-d029b648d529,ACCT-0094,2025-01-26 16:00:00,Card Swipe,49.76
900f2ad9-abc6-4f1d-861a-4b3013a5c210,ACCT-0273,2025-01-26 17:00:00,Card Swipe,63.75
c9b42b2b-0433-4d96-95d8-9cf5e87e18c0,ACCT-0077,2025-01-26 18:00:00,Card Swipe,76.87
2d136b3d-614d-4f2c-a7ca-3f79bdff030d,ACCT-0150,2025-01-26 18:00:00,Bill Payment,115.67
158fab8d-6917-4167-ba21-da19ec46b7d9,ACCT-0297,2025-01-26 20:00:00,Bill Payment,75.36
d8f63ecc-f751-4ec4-8858-3306845977dd,ACCT-0223,2025-01-27 08:00:00,Top-Up,485.79
6c43cab4-c651-470e-9f6d-593885d561f2,ACCT-0278,2025-01-27 12:00:00,Card Swipe,82.47
c5c5f2e9-d69b-4e75-b667-0988cc644557,ACCT-0069,2025-01-27 13:00:00,Card Swipe,36.04
0266d494-5ebc-4103-9189-ecba75dfb867,ACCT-0278,2025-01-27 15:00:00,Card Swipe,97.84
78cd35b8-4f90-43ed-bd6b-88642835f0cc,ACCT-0278,2025-01-27 16:00:00,Top-Up,731.66
19d8bfe2-12c7-46e8-a236-ae3c0fbc927f,ACCT-0255,2025-01-28 08:00:00,Peer-to-Peer Transfer,75.09
08b6a6c3-b21a-49ad-ba6a-7ec8867b50f1,ACCT-0105,2025-01-28 12:00:00,Bill Payment,106.74
81becd55-0822-4d0c-b915-b63ecb5ee312,ACCT-0255,2025-01-28 12:00:00,Card Swipe,44.91
1eff5587-19e2-46f4-8d91-8d45798e986c,ACCT-0263,2025-01-28 15:00:00,Peer-to-Peer Transfer,67.29
52075ab4-9a45-4086-8a58-2c749734ac70,ACCT-0077,2025-01-28 15:00:00,Card Swipe,42.75
a9c12c3c-db59-45a4-b543-1dca2a998a78,ACCT-0108,2025-01-28 16:00:00,Bill Payment,93.14
58a81124-b99e-4883-90b8-d1b64cb95e34,ACCT-0261,2025-01-28 16:00:00,Card Swipe,56.34
035ff541-8add-4c87-aa4b-33991e86e4d3,ACCT-0179,2025-01-28 17:00:00,Top-Up,662.29
e9163a45-b657-4c61-bc86-a9d27ec1b467,ACCT-0098,2025-01-28 18:00:00,Peer-to-Peer Transfer,15.85
4799d891-c9af-4195-9708-393678a15647,ACCT-0024,2025-01-28 19:00:00,Peer-to-Peer Transfer,84.02
cfb5c3f9-60ca-4660-8e54-a89a839766bf,ACCT-0082,2025-01-28 20:00:00,Bill Payment,131.06
d30927a0-cb14-4613-b637-52ef25187f61,ACCT-0244,2025-01-29 08:00:00,Card Swipe,111.33
701836f0-0d64-4537-922b-b6c19a3673c4,ACCT-0249,2025-01-29 09:00:00,Card Swipe,117.74
61e0d424-c168-41f2-aacb-25bf24a5480e,ACCT-0150,2025-01-29 10:00:00,Card Swipe,21.82
a0c0a3b8-2444-4f1e-8f6b-c4a9690c3d66,ACCT-0278,2025-01-29 14:00:00,Bill Payment,299.75
32fde659-cc91-4500-bb41-739b397f80ae,ACCT-0273,2025-01-29 16:00:00,Card Swipe,24.86
648c504c-b357-4414-bac5-73d84effa222,ACCT-0018,2025-01-29 18:00:00,Card Swipe,73.74
36b44c68-9635-4cb4-ae9c-84c54b99bca2,ACCT-0052,2025-01-29 18:00:00,Top-Up,320.52
794cd6b6-930b-4ca7-9d48-f9fcb5c5335b,ACCT-0009,2025-01-29 18:00:00,Bill Payment,155.23
39e74d6a-8bb0-4462-b7ce-e60b1c9465f2,ACCT-0297,2025-01-29 19:00:00,Top-Up,838.41
f830bfeb-ba13-4e63-a916-196d5c98c828,ACCT-0260,2025-01-29 19:00:00,Bill Payment,131.64
d66a0ece-e04c-4448-a64f-58ddcc7c391a,ACCT-0247,2025-01-29 20:00:00,Card Swipe,149.74
29ca1048-9f53-4221-8468-a9c03f8af46a,ACCT-0223,2025-01-30 08:00:00,Bill Payment,226.78
24b17a0f-571d-415d-9069-1f2254910ded,ACCT-0024,2025-01-30 11:00:00,Bill Payment,204.22
2242dff1-de69-4e90-bde8-a0606df7661d,ACCT-0009,2025-01-30 11:00:00,Top-Up,892.44
125dec5d-127a-4f20-9c70-557eb99a39f2,ACCT-0276,2025-01-30 11:00:00,Card Swipe,85.89
e988a4c8-b34f-46ba-a88c-5f0a3575dcda,ACCT-0141,2025-01-30 14:00:00,Peer-to-Peer Transfer,144.75
30541d93-dd89-4a87-ab6c-6c840341ef15,ACCT-0297,2025-01-30 15:00:00,Card Swipe,41.82
20b44056-980d-49d9-a47c-5a6a0945db0c,ACCT-0098,2025-01-30 16:00:00,Top-Up,249.09
187d9cbe-a3cb-4ecd-a958-73227156b94b,ACCT-0179,2025-01-31 08:00:00,Peer-to-Peer Transfer,58.26
f0693ac1-38e2-4749-a14c-2663aa08fffd,ACCT-0278,2025-01-31 08:00:00,Card Swipe,21.63
3dd18f6d-23f6-42ec-96ef-9b986a766e07,ACCT-0255,2025-01-31 10:00:00,Bill Payment,166.49
a4b448eb-da7c-4221-b876-13ef62ffabe3,ACCT-0098,2025-01-31 11:00:00,Top-Up,575.03
5298d025-f10e-475e-a84f-84015fd1ac9e,ACCT-0158,2025-01-31 13:00:00,Bill Payment,279.7
61901e35-9931-4978-bcd1-416e51f72a35,ACCT-0297,2025-01-31 13:00:00,Card Swipe,42.76
73bec41e-2965-420a-89e8-922f21dc8e4f,ACCT-0255,2025-01-31 16:00:00,Card Swipe,68.01
8db0d64a-26a5-4d53-a735-a5531a3c0575,ACCT-0213,2025-01-31 16:00:00,Bill Payment,116.66
815b91d7-172a-489c-bc2b-0f3892a37ebe,ACCT-0273,2025-01-31 19:00:00,Bill Payment,138.74
1f7ff484-3898-4b0a-94d4-270abdd6e9f7,ACCT-0255,2025-01-31 19:00:00,Card Swipe,60.87
6f119f0a-be5a-4d08-91c3-a9226e8eeb25,ACCT-0150,2025-01-31 20:00:00,Card Swipe,79.71
5cdf8e1b-354a-434b-8ee5-99843f2a4d33,ACCT-0255,2025-02-01 08:00:00,Card Swipe,43.52
d416a476-663c-4e53-9481-16c96ff401a7,ACCT-0201,2025-02-01 09:00:00,Card Swipe,73.43
21472220-6697-473c-9e5e-420c6f626a2d,ACCT-0072,2025-02-01 09:00:00,Top-Up,219.06
7fbadd6e-c366-43ac-a461-f106662f4b13,ACCT-0223,2025-02-01 10:00:00,Bill Payment,118.96
56de4761-35c1-412f-bca8-9d5fc054ed91,ACCT-0070,2025-02-01 11:00:00,Peer-to-Peer Transfer,62.63
4dba49c9-dcbe-4a41-a0e0-4e571b3de4d6,ACCT-0035,2025-02-01 11:00:00,Card Swipe,138.54
87129991-8ab8-4f1c-9552-48a41e4b5acb,ACCT-0052,2025-02-01 11:00:00,Card Swipe,7.86
d0aa9fce-a7f5-4e72-aa6d-de57418992e2,ACCT-0098,2025-02-01 12:00:00,Peer-to-Peer Transfer,58.18
f4c53798-dd56-47c8-855e-7ee69869de5e,ACCT-0082,2025-02-01 13:00:00,Bill Payment,233.27
645cf8ee-7c8e-4e76-ac77-3faf87428240,ACCT-0009,2025-02-01 14:00:00,Card Swipe,68.62
39f4c51b-34a0-4d4a-921d-95052ef8643b,ACCT-0094,2025-02-01 17:00:00,Top-Up,752.25
eb0a508b-e784-449d-904b-43307586fb8e,ACCT-0077,2025-02-01 19:00:00,Card Swipe,36.02
bd903d53-4f0f-4ebf-afae-aee741f91017,ACCT-0297,2025-02-02 08:00:00,Peer-to-Peer Transfer,86.01
08b3d7e9-212d-4f08-a2be-9f0abf412efe,ACCT-0150,2025-02-02 11:00:00,Bill Payment,189.22
fe1f5215-6566-4759-b13f-a365a43eac9f,ACCT-0098,2025-02-02 12:00:00,Card Swipe,59.07
ccdcca89-79c8-419e-a157-8326569d3823,ACCT-0260,2025-02-02 12:00:00,Card Swipe,39.24
8ef0cf80-74ae-4d5f-889e-cf0e7cfde2f2,ACCT-0261,2025-02-02 12:00:00,Bill Payment,201.52
2fb081d1-9740-4159-82d6-cbffe947d489,ACCT-0108,2025-02-02 13:00:00,Card Swipe,137.88
d09b45a2-7711-41bb-9cfc-953b5a48209f,ACCT-0085,2025-02-02 17:00:00,Card Swipe,112.87
73000947-6118-4d18-9d1c-354af761535f,ACCT-0055,2025-02-02 18:00:00,Card Swipe,114.53
2d790305-48fe-4e96-bc95-b0ffcbaeea81,ACCT-0283,2025-02-02 18:00:00,Top-Up,269.14
cc4e2268-be60-4b84-8af6-2e9637dc191d,ACCT-0009,2025-02-02 19:00:00,Card Swipe,131.68
053601f8-3b2e-445b-952f-79a1100056e0,ACCT-0276,2025-02-03 08:00:00,Peer-to-Peer Transfer,129.08
37c597b9-623b-404a-9dc6-939a8c1b1076,ACCT-0150,2025-02-03 08:00:00,Peer-to-Peer Transfer,101.22
bd06917e-0f9f-4434-b302-0c90ebc21a18,ACCT-0103,2025-02-03 09:00:00,Bill Payment,248.63
7e5750d6-7396-4be1-a8a6-0e3af51071a1,ACCT-0244,2025-02-03 10:00:00,Peer-to-Peer Transfer,78.05
a9449d07-ed9b-48dc-84ad-ee5ea153838b,ACCT-0247,2025-02-03 10:00:00,Bill Payment,196.01
879cb264-243e-4637-be65-d84e266507b2,ACCT-0052,2025-02-03 11:00:00,Card Swipe,127.19
7958ea14-cda5-4083-8201-4e5f0cef4474,ACCT-0009,2025-02-03 12:00:00,Card Swipe,114.91
0db0e75b-6e54-449e-87ba-4de104047441,ACCT-0273,2025-02-03 13:00:00,Card Swipe,83.64
9d90ccaa-ea3a-407f-9cb6-8e5782e4f04f,ACCT-0263,2025-02-03 13:00:00,Card Swipe,35.87
9c6722d3-8812-451c-a49e-8b54cce7600d,ACCT-0077,2025-02-03 14:00:00,Card Swipe,85.1
17bccb0e-2b9f-4b53-b18b-66746282581f,ACCT-0278,2025-02-03 14:00:00,Card Swipe,59.22
78bd3603-ff79-4ab6-8d06-3f6eaa838976,ACCT-0009,2025-02-03 16:00:00,Card Swipe,30.34
d89e26bf-5c1a-4393-8415-eb7f796845d8,ACCT-0296,2025-02-03 16:00:00,Bill Payment,271.58
5b0cf417-1578-423f-9812-1507c015f7e7,ACCT-0024,2025-02-03 18:00:00,Peer-to-Peer Transfer,27.21
fca114b2-11a8-41d6-989e-07d88f12f473,ACCT-0069,2025-02-03 18:00:00,Card Swipe,12.66
94d4c486-5260-46b7-a4c9-b9d350004eb2,ACCT-0158,2025-02-04 08:00:00,Card Swipe,80.85
ecb03951-c7da-49f5-a68f-6bd3c56bcc17,ACCT-0205,2025-02-04 08:00:00,Card Swipe,135.83
d33467b8-3b81-42a9-acfa-0f7633a8b594,ACCT-0163,2025-02-04 08:00:00,Card Swipe,99.23
16a73883-9000-42a8-89b2-efd7f17f59b8,ACCT-0255,2025-02-04 09:00:00,Card Swipe,120.38
7d47feb1-8678-4baf-bbac-8ba2bf5b195e,ACCT-0255,2025-02-04 10:00:00,Card Swipe,25.78
6f8fe4f5-dd52-4578-99b7-bd406dd1d215,ACCT-0120,2025-02-04 10:00:00,Card Swipe,131.58
0f9010f9-9e13-4815-938f-7c0c3ee5927e,ACCT-0296,2025-02-04 10:00:00,Top-Up,519.37
d9733d6e-10b8-4c37-ac1c-b6bc8f0ebfc7,ACCT-0026,2025-02-04 10:00:00,Card Swipe,23.68
ace2410b-f94d-4138-aba6-3f525ec6a9a9,ACCT-0186,2025-02-04 10:00:00,Card Swipe,56.46
